media_id,title,genres,release_date,avg_rating,total_episodes,total_seasons,status,release_format,show_runner,media_type,create_time,update_time
66b9a541-5d6c-4129-8545-2882587baa77,Option adult answer,"['Adventure', 'Action', 'Drama']",2007-11-18,4.4,152,5,Running,Hybrid,James Walton,Serie,2025-02-26,2025-02-26
010b7823-3087-4d2d-9d5e-e880b10a0112,After third,"['Horror', 'Action']",2011-05-09,1.0,193,17,Running,Weekly,Kyle Anderson,Serie,2025-02-26,2025-02-26
8fc485bb-785d-4efb-89c9-dab0f1a8479b,Answer give perhaps,"['Animation', 'Comedy', 'Horror']",1997-03-02,1.5,129,12,Ended,Binge,Sarah Carpenter,Serie,2025-02-26,2025-02-26
c9d4619b-9e28-4bfa-8d35-61e44a9951b4,Right quite interest,"['Horror', 'Adventure']",2014-01-28,4.5,44,15,Canceled,Binge,Patricia Gates,Serie,2025-02-26,2025-02-26
28dbc1c7-5807-4454-ae76-343d6d9b631c,Open avoid,"['Fantasy', 'Adventure']",2022-02-15,9.1,85,4,Upcoming,Binge,Julie Mora,Serie,2025-02-26,2025-02-26
9a6376c2-cc60-48f8-a4a2-3b3f8913f80c,Time manage,"['Sci-Fi', 'Comedy', 'Action']",2018-01-31,7.0,10,8,Upcoming,Binge,Sandra Johnson,Serie,2025-02-26,2025-02-26
6286afe3-e7d2-4c39-9584-9a2fe0d5ede5,Race police hospital meeting,"['Mystery', 'Fantasy']",2015-10-23,1.4,90,18,Running,Binge,William Rodriguez,Serie,2025-02-26,2025-02-26
edf3edc9-af32-438c-9728-c286e4388f9b,Political now class,['Fantasy'],2007-09-01,8.2,39,14,Canceled,Weekly,Ralph Murray,Serie,2025-02-26,2025-02-26
44e08bc3-a2fe-4384-af8b-3931da43e5f7,Take determine,['Thriller'],2021-01-09,3.1,37,10,Canceled,Hybrid,Alan Sanchez,Serie,2025-02-26,2025-02-26
fd60b409-740f-4161-85ea-92defe369b22,Practice west,"['Sci-Fi', 'Mystery']",2024-12-08,7.3,58,17,Running,Weekly,Christopher Lawrence,Serie,2025-02-26,2025-02-26
174f9e3d-35ea-4a97-abfa-8541311c4980,Blue church,"['Drama', 'Comedy', 'Fantasy']",1996-11-21,5.3,177,17,Upcoming,Binge,Andrew Smith,Serie,2025-02-26,2025-02-26
ae587f1f-8ba8-44a7-b515-99b416328c98,Development reduce free,"['Mystery', 'Horror']",2012-09-05,3.5,155,3,Upcoming,Weekly,Maria Rios,Serie,2025-02-26,2025-02-26
632068c6-d107-43ca-ac33-b7f3f448039b,Apply consumer might,"['Mystery', 'Drama']",2006-03-28,5.8,123,7,Ended,Weekly,William Gonzalez,Serie,2025-02-26,2025-02-26
e66cd855-691d-4fec-a354-e7a2aac80637,Agent force very,['Animation'],2007-11-03,9.7,190,19,Running,Hybrid,Kristi Smith,Serie,2025-02-26,2025-02-26
f303cc64-f888-4831-84f7-77436bb9826c,Market culture,"['Fantasy', 'Drama']",1995-07-19,5.7,183,9,Ended,Weekly,Melinda Koch,Serie,2025-02-26,2025-02-26
265b01a2-04e5-4582-bb07-463e749a3442,Body staff,"['Drama', 'Thriller', 'Mystery']",2011-03-31,10.0,11,16,Ended,Hybrid,Brandon Randolph,Serie,2025-02-26,2025-02-26
39672dce-474c-4379-95a9-66793f9a0a66,Kitchen standard Mr just,['Comedy'],1996-02-10,2.4,69,16,Upcoming,Hybrid,Kristen Wilson,Serie,2025-02-26,2025-02-26
9638e768-a70b-4353-a9dd-93470971a96e,Drop federal,"['Mystery', 'Action', 'Fantasy']",2019-11-26,9.4,157,10,Running,Weekly,Brandy Flynn,Serie,2025-02-26,2025-02-26
962bc62b-2d40-4f04-af27-93351ec26c70,Data example through mouth,"['Sci-Fi', 'Drama', 'Thriller']",2022-10-14,7.4,150,16,Upcoming,Binge,Matthew Mullins,Serie,2025-02-26,2025-02-26
b194e8c4-51fa-4215-8744-bff220094faf,Begin rise,"['Horror', 'Action']",2024-12-23,6.9,53,6,Upcoming,Weekly,Stephen Chambers,Serie,2025-02-26,2025-02-26
48c12c27-beb5-4db3-9030-7db7996c8b95,Yes better,"['Action', 'Thriller', 'Comedy']",2003-06-11,9.7,79,19,Canceled,Binge,Julie Rivers,Serie,2025-02-26,2025-02-26
979a5805-c81e-46e3-b5bb-a0dd70eebb24,None kind as reality,['Horror'],2020-08-05,1.9,136,3,Ended,Weekly,Kenneth Hawkins,Serie,2025-02-26,2025-02-26
c4975795-9713-4e7f-b18e-274e56e079d0,Cause including natural,"['Comedy', 'Thriller']",2001-07-29,7.9,185,3,Upcoming,Binge,Kevin Price,Serie,2025-02-26,2025-02-26
35d81844-40ca-4053-a23c-a2da7411b2b7,Everybody early million,['Adventure'],1998-03-13,6.0,90,12,Ended,Binge,Robin York,Serie,2025-02-26,2025-02-26
2a06946e-f3c8-4b14-b8a3-6b4f358eee52,Truth,['Horror'],2002-11-29,5.6,143,12,Canceled,Binge,Hannah Fitzgerald,Serie,2025-02-26,2025-02-26
ca94e4fc-14cb-468c-8b5a-411602fdd889,Artist especially,"['Horror', 'Drama']",2004-03-27,9.9,33,7,Running,Weekly,David Wolfe,Serie,2025-02-26,2025-02-26
d72fdc2f-3681-4d18-8941-cc2b97ecee2b,Reason director,['Animation'],2024-10-11,2.7,130,6,Canceled,Weekly,Fred Matthews,Serie,2025-02-26,2025-02-26
22d363a6-b511-4564-99a0-131f2977ef5b,Trip true many,['Fantasy'],2022-03-24,9.3,81,18,Upcoming,Binge,Rachel Stewart DVM,Serie,2025-02-26,2025-02-26
6bd76693-8648-424d-ab70-f8474062121b,Board kitchen,"['Horror', 'Comedy']",2023-10-25,9.5,90,5,Canceled,Weekly,Jessica Sanders,Serie,2025-02-26,2025-02-26
433788c9-5f64-40b2-9cc0-daf8fb3f03f9,Kind rock lawyer civil,"['Mystery', 'Adventure', 'Thriller']",2010-10-11,8.3,55,20,Canceled,Binge,Candice Brennan,Serie,2025-02-26,2025-02-26
63a93c46-2882-4975-87f1-3b22d1b2fdea,Management leader attorney,"['Adventure', 'Animation']",2000-03-26,8.3,65,10,Upcoming,Weekly,Daniel Arroyo,Serie,2025-02-26,2025-02-26
184f71a3-43c5-4523-a468-43ccc6a7b3a9,Republican position,['Adventure'],2014-10-05,5.3,121,1,Upcoming,Hybrid,Brittany Smith,Serie,2025-02-26,2025-02-26
7f23bc77-9715-4fd5-b24a-fef018cfda27,Chance exactly house,['Mystery'],2002-01-22,7.8,138,5,Canceled,Weekly,Tracy Cannon,Serie,2025-02-26,2025-02-26
e5f88e06-89f3-458c-be20-556187013c66,Pretty character staff,"['Animation', 'Drama']",2015-10-18,6.3,37,10,Running,Binge,Michael Lee,Serie,2025-02-26,2025-02-26
70493c66-6b60-4b50-a93c-fb8fc89f9741,Soldier identify,"['Horror', 'Fantasy', 'Comedy']",2004-03-27,2.2,126,5,Canceled,Hybrid,Jean Boyd,Serie,2025-02-26,2025-02-26
d36df934-9c6e-4c71-b237-6080ff907c41,Successful,"['Adventure', 'Drama', 'Mystery']",2000-07-20,3.1,40,12,Upcoming,Hybrid,Christian Williams,Serie,2025-02-26,2025-02-26
d466df4c-002a-4f62-bd76-4dbf39475500,Administration summer window,['Fantasy'],2020-04-24,9.2,175,13,Ended,Weekly,Cynthia Richardson,Serie,2025-02-26,2025-02-26
0e9a4ebd-deca-43ec-8639-74befc8ea8b5,Responsibility past interview early,"['Adventure', 'Horror', 'Animation']",2010-11-16,6.4,77,7,Upcoming,Hybrid,Alice Bryant,Serie,2025-02-26,2025-02-26
574e66b7-fd71-4d3c-9c08-33b072ae290f,Concern blood,['Comedy'],2010-11-26,8.1,107,18,Ended,Binge,Adam Coleman,Serie,2025-02-26,2025-02-26
64fbfc1b-00b6-401b-9f83-ef2a33063c78,Agree sign herself,['Fantasy'],2021-06-27,8.7,180,2,Canceled,Hybrid,Jane Gonzalez,Serie,2025-02-26,2025-02-26
e97da084-aa54-4d84-8c2e-dc671bca9ed4,Institution science anyone,"['Mystery', 'Animation', 'Thriller']",2011-09-11,4.7,95,12,Canceled,Hybrid,Scott Webb,Serie,2025-02-26,2025-02-26
b5855067-7139-45c1-ba97-4d111c6564ea,Election add,"['Thriller', 'Mystery', 'Comedy']",2010-07-06,9.5,69,8,Canceled,Weekly,Tracy Edwards,Serie,2025-02-26,2025-02-26
6ce8d607-ad22-46fe-a167-29564803abbb,Think itself,['Fantasy'],1996-02-03,1.7,21,12,Running,Binge,Christopher Powell,Serie,2025-02-26,2025-02-26
1b96186d-4cb7-4419-abdc-294543bcc086,Artist person,"['Drama', 'Horror']",2016-12-24,4.5,169,3,Ended,Weekly,Robert Cole,Serie,2025-02-26,2025-02-26
07702c44-f900-4fc6-81ca-a6be08bf74a1,Traditional production hair,"['Action', 'Adventure', 'Sci-Fi']",2006-12-25,3.0,90,14,Ended,Hybrid,Thomas Brock,Serie,2025-02-26,2025-02-26
5cd52258-db50-4f73-9f6c-8086be979acd,Ten against,"['Adventure', 'Mystery']",2021-08-06,2.2,51,1,Ended,Weekly,Timothy Wilson,Serie,2025-02-26,2025-02-26
5f4aa03c-1fd8-4530-a421-1e8881bc4bcd,Appear yeah,['Thriller'],2000-07-23,8.7,103,5,Ended,Weekly,Daniel Kemp,Serie,2025-02-26,2025-02-26
9a4a721b-05d5-43b9-9711-16acdeddd6b1,Huge deal listen,['Horror'],1997-01-22,1.6,75,20,Canceled,Hybrid,Tyrone Haney,Serie,2025-02-26,2025-02-26
74cb96f6-79cd-4d0a-9c00-8b1b2812519a,Him public,['Horror'],2013-10-19,8.9,103,6,Upcoming,Weekly,Joshua Thornton,Serie,2025-02-26,2025-02-26
fae4b2c4-2298-4960-8580-cff70581a267,Recent nice impact,"['Drama', 'Adventure', 'Comedy']",2018-10-21,6.1,140,10,Running,Binge,Amber Wiley,Serie,2025-02-26,2025-02-26
7f1119fa-5f57-4c1e-b649-3cd2bb5fe847,Start one,['Sci-Fi'],1999-05-23,6.3,76,9,Ended,Binge,Matthew Alexander,Serie,2025-02-26,2025-02-26
9edcabdc-774c-4b5d-8b2b-6e4fcc29410c,Certainly shoulder out,"['Adventure', 'Comedy']",1998-03-29,9.3,126,6,Canceled,Hybrid,Julie Green,Serie,2025-02-26,2025-02-26
ded2803e-3c3f-43c9-a95c-f71640178f5d,Treat late,['Thriller'],2016-02-15,2.8,103,19,Running,Hybrid,Chelsea Alexander,Serie,2025-02-26,2025-02-26
71eac959-eee6-4f68-ac94-96e821a328b8,Hold,"['Mystery', 'Adventure']",2011-01-08,1.5,119,8,Upcoming,Weekly,Thomas Myers,Serie,2025-02-26,2025-02-26
bef791c2-51d5-4d65-ba51-b4920a1da762,East force such,"['Adventure', 'Fantasy', 'Comedy']",2014-10-30,1.7,187,13,Upcoming,Weekly,Heather Pennington,Serie,2025-02-26,2025-02-26
ba4f3791-02c2-4b59-ade1-94966685ed61,Parent season above protect,"['Animation', 'Adventure']",2019-01-02,8.5,16,4,Canceled,Hybrid,Joshua Dean,Serie,2025-02-26,2025-02-26
4901c142-0f9b-4603-8439-614276d6d558,Body born perhaps issue,"['Mystery', 'Action']",2008-01-21,7.0,61,4,Running,Weekly,Brian Preston,Serie,2025-02-26,2025-02-26
a69695ed-b42e-4849-b57c-f00827284df4,Prevent stuff,"['Thriller', 'Horror']",2016-12-28,1.3,33,9,Ended,Binge,Clifford Lopez,Serie,2025-02-26,2025-02-26
6888b1a3-7129-4b90-b72f-f735b9d37d57,Race goal great,"['Animation', 'Horror']",2022-02-04,5.5,121,15,Running,Weekly,Robert Castillo,Serie,2025-02-26,2025-02-26
4cd2b96d-b3f0-4428-8c25-3adf093f3b4d,Keep read,"['Comedy', 'Drama']",2017-08-22,1.7,169,12,Upcoming,Binge,Michael Bryan,Serie,2025-02-26,2025-02-26
dae44730-afc0-4078-9887-311c4f956cd7,Term word accept,"['Fantasy', 'Animation', 'Adventure']",2009-11-18,2.1,196,4,Canceled,Binge,Omar Simpson,Serie,2025-02-26,2025-02-26
c7bf0a6f-5dae-480a-8fa5-be76206657d2,Occur central,['Fantasy'],2022-02-09,9.9,94,16,Running,Weekly,Jasmine Moran,Serie,2025-02-26,2025-02-26
1bb94409-de4a-4894-92e5-e09e64307649,Discuss explain,['Horror'],2014-02-03,2.5,168,13,Upcoming,Hybrid,Crystal Boyd,Serie,2025-02-26,2025-02-26
0fd2cf04-9396-40f7-a47f-ecb8c77fd75f,Four it career,"['Action', 'Mystery', 'Sci-Fi']",2000-01-25,8.8,126,2,Upcoming,Hybrid,Melissa Lewis,Serie,2025-02-26,2025-02-26
6064bb34-038d-475e-94f1-fa687de08b9d,Work clear,"['Mystery', 'Fantasy']",2005-07-20,5.2,70,8,Canceled,Weekly,Taylor Osborne DDS,Serie,2025-02-26,2025-02-26
627eecc7-3cb3-4d08-9756-24902cd43088,World never,['Adventure'],2020-09-06,8.8,40,19,Ended,Binge,Cassidy Colon,Serie,2025-02-26,2025-02-26
ffb67d53-81a8-4d90-837d-6d6be1776b21,Loss investment,"['Sci-Fi', 'Horror', 'Adventure']",2021-12-15,6.5,146,9,Upcoming,Hybrid,Keith Dickerson,Serie,2025-02-26,2025-02-26
1e9962ae-31a8-41b2-98e3-7515adbc4359,Continue business,"['Animation', 'Comedy', 'Sci-Fi']",2006-10-21,1.1,183,5,Ended,Hybrid,Katie Young,Serie,2025-02-26,2025-02-26
a14ae035-6750-4690-9fa5-e4f4b81f9209,Manage resource,"['Horror', 'Adventure']",2002-09-16,2.7,33,6,Upcoming,Hybrid,Carlos Campbell,Serie,2025-02-26,2025-02-26
50221f14-f29a-4152-871e-c06d2b53a78b,Child scene,['Comedy'],2003-01-13,5.6,103,6,Upcoming,Hybrid,Heather Black,Serie,2025-02-26,2025-02-26
269a1070-8b8e-4022-82e2-ec413626aeb5,Sing large,"['Horror', 'Comedy', 'Fantasy']",2015-05-21,3.8,6,18,Upcoming,Binge,Joseph Heath,Serie,2025-02-26,2025-02-26
7d977a14-6598-44e0-b6f1-d72553749f57,Prevent establish whatever,['Animation'],2007-10-14,8.4,138,7,Canceled,Weekly,Kyle Camacho,Serie,2025-02-26,2025-02-26
240057da-88e0-4c35-b9eb-8510d75197c0,Statement five arm,['Mystery'],1997-12-14,6.9,141,13,Ended,Binge,Kelsey Smith,Serie,2025-02-26,2025-02-26
ffaa32eb-c759-4a9b-bdb1-865f6e468f41,Each,['Drama'],2013-10-16,1.5,153,1,Upcoming,Binge,Rebecca Anderson,Serie,2025-02-26,2025-02-26
b06a9194-6758-4d32-9510-945b660c0a15,Away thus,"['Mystery', 'Comedy']",1997-03-04,1.7,111,19,Upcoming,Weekly,Veronica Flynn,Serie,2025-02-26,2025-02-26
03ac6652-782b-4714-a6c5-a0a99503fe7e,Republican strategy,['Fantasy'],2013-05-12,4.8,110,20,Ended,Weekly,Karina Carter,Serie,2025-02-26,2025-02-26
7d398d8c-5d9b-4523-bac9-12aaf9172388,Would agency share,"['Sci-Fi', 'Adventure', 'Action']",2005-12-06,1.8,37,16,Canceled,Hybrid,Julie Lawrence,Serie,2025-02-26,2025-02-26
fc1e3c82-e2b1-4d16-8fc4-d16147dcb58e,Season center,"['Comedy', 'Fantasy']",2021-11-16,9.3,120,8,Ended,Hybrid,Matthew Wolf,Serie,2025-02-26,2025-02-26
d7d1f625-dac9-403b-8590-c527dbba9619,Sure nation,['Mystery'],2023-06-18,6.6,94,19,Upcoming,Weekly,Andrea Silva,Serie,2025-02-26,2025-02-26
152ef063-58ac-4397-a45d-e66a18367e5f,Great meeting,"['Comedy', 'Adventure']",2010-01-06,4.8,177,4,Ended,Binge,Ryan Farrell,Serie,2025-02-26,2025-02-26
91919ba8-ece9-4a19-a5ac-3e4daf1d3334,Everyone continue,"['Comedy', 'Drama']",1998-01-05,1.1,183,15,Running,Binge,Brandon Johnson,Serie,2025-02-26,2025-02-26
fa5d8394-3221-4b5d-b8e6-d63db5f19a6d,To meet control,['Thriller'],1995-08-20,8.0,30,6,Upcoming,Weekly,Joshua Huff,Serie,2025-02-26,2025-02-26
5e8dea86-4c47-4d86-831b-c89158a6cdf4,Hour born get,"['Sci-Fi', 'Horror']",2011-09-06,1.4,143,3,Ended,Hybrid,Amy Patton,Serie,2025-02-26,2025-02-26
9b1fb27f-8f1c-41dc-bff1-328ff235fe06,View garden economic,['Mystery'],1996-01-27,1.3,91,9,Running,Hybrid,Teresa Gibson,Serie,2025-02-26,2025-02-26
b5d3da5f-227c-4a62-9648-bf9dccf9b02b,Term decision set,['Action'],2015-02-10,2.3,171,17,Ended,Binge,Shane Benson,Serie,2025-02-26,2025-02-26
ba48d108-1af6-4cfd-8f4a-26c8c0dc0710,Mention,"['Action', 'Fantasy', 'Horror']",2000-05-07,7.0,122,12,Running,Weekly,David Fox,Serie,2025-02-26,2025-02-26
c69a041c-38f2-4c34-9917-ce23a1558b4b,Field support sing,"['Comedy', 'Adventure']",2022-12-19,7.8,43,16,Upcoming,Binge,Cameron Johnston,Serie,2025-02-26,2025-02-26
dd1a408f-b633-4786-92bd-fae77144faa0,Tell he among,"['Mystery', 'Action', 'Sci-Fi']",2011-05-19,9.9,34,8,Running,Hybrid,William Ellis,Serie,2025-02-26,2025-02-26
76e59f3d-f05b-4f53-9b3a-10c501602197,Perform benefit,['Animation'],1999-04-20,5.5,95,3,Ended,Hybrid,Frederick Montgomery,Serie,2025-02-26,2025-02-26
c5798488-2152-4570-96db-0a9de1795a94,However chair happy,"['Comedy', 'Horror']",2015-01-07,6.9,129,3,Ended,Hybrid,Jennifer Horton,Serie,2025-02-26,2025-02-26
4a370eda-7a6c-4c03-bc46-931b5065a854,Its,"['Horror', 'Mystery', 'Animation']",1998-01-23,9.1,116,17,Running,Binge,Angela Levine,Serie,2025-02-26,2025-02-26
06721e7c-5d33-458d-bb12-bb8273c6b8a9,Indeed interview street,"['Thriller', 'Mystery']",2020-05-12,8.1,30,5,Upcoming,Binge,Jasmine Meza,Serie,2025-02-26,2025-02-26
4d3998c3-a33e-46da-b616-6c31dfc30d8e,Despite occur tough,"['Action', 'Comedy']",2022-12-23,5.4,191,3,Ended,Hybrid,Steven Stevens,Serie,2025-02-26,2025-02-26
48c631cd-98fd-4dc7-a8a3-68cf8c07bdf4,Power particular cover near,"['Drama', 'Horror', 'Fantasy']",2019-03-27,9.5,43,13,Ended,Weekly,Katherine Hernandez,Serie,2025-02-26,2025-02-26
2ab1b320-de15-4ea8-8f3b-ab98e24d8e11,My sell,"['Drama', 'Adventure']",2000-06-09,6.4,133,19,Running,Weekly,Ashley Beasley,Serie,2025-02-26,2025-02-26
0c925543-0936-4465-a6f7-f5815e4e1eaf,Where defense,['Thriller'],2016-01-21,6.3,104,1,Canceled,Binge,Melissa Moore,Serie,2025-02-26,2025-02-26
f1067557-8e1b-4c33-a61b-d596377dc201,Series already,['Action'],1997-12-14,2.9,61,11,Running,Hybrid,Nicholas Brown,Serie,2025-02-26,2025-02-26
4df4f9dd-3ffc-45b5-a246-ea22635a9074,Step matter third,"['Animation', 'Fantasy']",1997-01-04,2.8,164,6,Upcoming,Hybrid,Ashley Vasquez,Serie,2025-02-26,2025-02-26
58d6bfbe-895a-4aec-b034-7649c9590002,Leader town,"['Animation', 'Sci-Fi']",2016-01-16,7.5,36,5,Canceled,Weekly,Samantha Washington,Serie,2025-02-26,2025-02-26
68749c67-bdd7-4a5f-88a5-0bba504a44d0,For,"['Comedy', 'Adventure', 'Fantasy']",2003-10-10,5.1,129,14,Ended,Weekly,Nicole Mcclure,Serie,2025-02-26,2025-02-26
42e4de89-2020-4bf5-86a5-b00176bd5808,Join case notice executive,"['Horror', 'Fantasy', 'Thriller']",2011-09-13,3.1,15,1,Running,Binge,Donna Chambers,Serie,2025-02-26,2025-02-26
cdc19800-942d-4b69-8c80-23b3459f68dc,Task,"['Action', 'Comedy', 'Mystery']",1997-03-28,8.1,159,18,Canceled,Hybrid,Sara Patton,Serie,2025-02-26,2025-02-26
e27bb4b2-ea97-4f10-a238-ad813d23f293,Generation civil sing,"['Sci-Fi', 'Animation']",1995-12-10,5.4,193,1,Running,Hybrid,Brenda Clark,Serie,2025-02-26,2025-02-26
95f45c79-5afb-49be-9788-5a632668ede2,Old not industry should,"['Sci-Fi', 'Action']",1997-01-19,6.2,143,19,Upcoming,Hybrid,Timothy Moran,Serie,2025-02-26,2025-02-26
ffd68920-df58-405c-bcc3-de7cf17903c8,Huge important Congress,"['Drama', 'Thriller']",2007-01-15,4.1,47,9,Upcoming,Weekly,Karen Hernandez,Serie,2025-02-26,2025-02-26
766ad95f-05ea-41c5-bb29-05736727fc8a,Get decade,['Adventure'],2018-07-15,3.6,134,19,Running,Hybrid,Anthony Hernandez,Serie,2025-02-26,2025-02-26
d3b3b603-0099-43e7-bd1e-2f4a5c1085e2,Receive bill there,['Action'],2022-04-16,3.4,80,13,Canceled,Weekly,Cameron Ortiz,Serie,2025-02-26,2025-02-26
dda94f90-bc9d-4018-8065-a7f192866cf7,Woman strategy successful,['Thriller'],1996-03-15,1.5,177,15,Ended,Weekly,Katrina Mckee,Serie,2025-02-26,2025-02-26
f7af08f5-3337-4d83-b2f5-3ee5594a2083,Organization give use,['Animation'],2020-08-03,9.6,62,19,Canceled,Weekly,John Allen,Serie,2025-02-26,2025-02-26
251941b1-e10f-4594-a0d4-53ce7355cd27,Dark employee situation,"['Adventure', 'Sci-Fi']",2003-11-05,1.0,25,6,Canceled,Hybrid,Mrs. Anne Shaw,Serie,2025-02-26,2025-02-26
9edf3dfc-50f8-4a0e-bbe5-e2b9f4ba313e,Avoid manage,['Thriller'],1996-04-15,6.3,122,19,Canceled,Binge,Mary Dalton,Serie,2025-02-26,2025-02-26
12c35a05-e415-4437-b919-2eed49337e84,Better industry,"['Comedy', 'Horror', 'Mystery']",2011-04-02,6.4,31,9,Running,Binge,Jon Kirby,Serie,2025-02-26,2025-02-26
0ba50565-e123-4933-91aa-5c8259f77619,Must language build,"['Sci-Fi', 'Horror']",2006-01-12,5.0,113,11,Ended,Hybrid,Tammy Campbell,Serie,2025-02-26,2025-02-26
2e984360-cbb9-4897-a416-346cf6088a63,Across leave grow,['Action'],1999-10-16,9.7,96,13,Canceled,Hybrid,Donald Cox,Serie,2025-02-26,2025-02-26
faa5330a-8544-43f6-bc8a-a791d12684f4,Boy somebody go,"['Action', 'Sci-Fi', 'Fantasy']",2018-08-04,2.1,127,17,Canceled,Weekly,Amanda Hines,Serie,2025-02-26,2025-02-26
19fd07cd-3748-47ce-9536-4320d6ed8b41,Market find successful,"['Thriller', 'Adventure']",1998-04-01,8.8,146,3,Running,Hybrid,Alexandra Mccarthy,Serie,2025-02-26,2025-02-26
f20f024a-2f36-4cc2-b953-e54dddbdf4ca,Financial tree up,['Comedy'],2001-07-05,9.5,111,16,Canceled,Binge,Darlene Nichols,Serie,2025-02-26,2025-02-26
aefd1f85-b3f4-474c-b4c4-67b975730b1d,Course question,"['Fantasy', 'Mystery']",2001-11-09,8.7,184,1,Running,Weekly,Connie Patel,Serie,2025-02-26,2025-02-26
1070f042-3f1d-4b05-b98b-a8012eb2244a,From both,"['Comedy', 'Mystery']",2021-01-17,3.8,161,11,Canceled,Binge,Austin Terry,Serie,2025-02-26,2025-02-26
8648bccb-fb27-40ef-80f1-b307ed135271,Later alone weight home,"['Comedy', 'Thriller']",2024-09-02,8.4,81,19,Running,Weekly,Joshua Lewis,Serie,2025-02-26,2025-02-26
ac42674e-75ef-4bc3-a12c-f3e1d5bbccd7,Kid partner mention,['Action'],2018-10-19,9.8,195,6,Canceled,Hybrid,Patrick Brown,Serie,2025-02-26,2025-02-26
f9b200da-c31e-40a7-abd6-e7e9512017b0,There practice,"['Thriller', 'Adventure', 'Sci-Fi']",1995-11-04,5.9,146,4,Running,Weekly,Heather Moore,Serie,2025-02-26,2025-02-26
85c7eb2f-05af-4546-ab84-f8ad742b87dc,State writer year,['Action'],1995-09-10,9.2,87,11,Canceled,Weekly,Robert Johnson,Serie,2025-02-26,2025-02-26
3ed5be7e-3b0a-4e24-b68a-3399657f554a,Leave well huge,"['Action', 'Mystery']",1996-11-15,5.2,89,12,Upcoming,Hybrid,Beth Chavez,Serie,2025-02-26,2025-02-26
a42e697e-eb03-4094-9e79-a0a2b91bda23,Ground although,['Comedy'],2006-10-20,1.1,136,2,Canceled,Weekly,Brittney Bush,Serie,2025-02-26,2025-02-26
3cb85889-cfc7-4a33-ae30-a246ad6a23a9,Remain true must,"['Drama', 'Animation']",2011-01-15,5.4,30,2,Ended,Hybrid,Tyler Smith,Serie,2025-02-26,2025-02-26
f6c3f31b-db74-4317-b688-b7fafe279b9c,Body imagine,"['Mystery', 'Comedy']",2016-02-04,7.0,114,5,Ended,Weekly,Dale Delgado,Serie,2025-02-26,2025-02-26
c3abd8db-dfaf-4f15-bd8b-51763291a1d5,International but blue,"['Action', 'Drama']",2003-07-16,4.9,66,14,Upcoming,Binge,Lisa Gonzalez,Serie,2025-02-26,2025-02-26
1c991108-9a2b-4654-b82e-5ca5e58cac3a,Protect particular interview,"['Action', 'Sci-Fi', 'Horror']",2023-08-06,8.7,92,9,Running,Weekly,Adrian Golden,Serie,2025-02-26,2025-02-26
bab1f289-12f3-4b04-9f34-da52550b85a2,Run piece friend,['Comedy'],2005-05-30,8.9,83,11,Upcoming,Hybrid,Kenneth Gaines,Serie,2025-02-26,2025-02-26
5d613cb0-5130-4b63-9c19-37d42d01cdae,Bag whose past,"['Horror', 'Sci-Fi', 'Mystery']",2010-06-18,2.2,148,19,Canceled,Binge,Diane Gonzalez,Serie,2025-02-26,2025-02-26
9f9ee9e8-7e2d-4b62-b235-7232aa5018fe,Million help almost,"['Sci-Fi', 'Drama', 'Thriller']",2003-06-15,4.4,183,20,Ended,Weekly,Tiffany Ramirez,Serie,2025-02-26,2025-02-26
