media_id,title,genres,release_date,avg_rating,duration,budget,revenue,nominations,age_classification,media_type,create_time,update_time
cdbf7373-bc1a-4531-a650-552ead431201,Move cost trouble,['Fantasy'],2004-10-31,5.5,124,188815458.89,1413949219.92,"['Oscar', 'Golden Globe']",NC-17,Movie,2025-02-26,2025-02-26
5e6da2ca-f964-43a3-bbda-c94e2b211104,Left other until,"['Drama', 'Sci-Fi', 'Mystery']",1989-04-23,6.7,101,201763074.72,806979290.48,"[""Critics' Choice"", 'BAFTA', 'SAG']",R,Movie,2025-02-26,2025-02-26
7e0155e5-8fae-45db-a901-63339a260dd3,Conference data play,"['Animation', 'Horror']",1993-05-18,3.1,121,283092828.73,958405641.54,"[""Critics' Choice"", 'SAG']",R,Movie,2025-02-26,2025-02-26
57da7410-2544-4031-b5d2-8d3ed2482720,Analysis suggest bit,['Mystery'],1998-10-10,4.3,84,173077990.13,61702849.04,['Emmy'],PG,Movie,2025-02-26,2025-02-26
8ba3863a-aaaa-429a-8df4-7a6b683810f6,Cup main mention data,['Fantasy'],1987-12-04,8.6,161,50090903.18,975304884.86,"['Emmy', 'Oscar']",PG-13,Movie,2025-02-26,2025-02-26
67ea97d9-2142-4945-86bb-e761ebc95976,Charge ahead,"['Animation', 'Action', 'Thriller']",1995-05-18,8.0,147,277637775.54,433838626.21,"['SAG', 'Independent Spirit']",PG,Movie,2025-02-26,2025-02-26
a05c8641-06b2-48ca-a347-6d6f357f7590,Article ability,"['Mystery', 'Adventure']",2000-10-03,1.8,80,248785744.16,1685562003.15,"['Emmy', ""Critics' Choice"", 'BAFTA', 'Independent Spirit']",G,Movie,2025-02-26,2025-02-26
8dc703dc-2eb6-459b-9f59-7c2b757ed759,Religious check herself trip,"['Adventure', 'Fantasy', 'Drama']",1982-03-01,7.8,122,123269862.43,1679569905.37,"['Independent Spirit', ""Critics' Choice"", 'SAG']",R,Movie,2025-02-26,2025-02-26
d3f261c9-979f-4901-9ae0-901d942acc1b,Billion her,"['Thriller', 'Drama', 'Sci-Fi']",1986-11-05,8.9,131,255148570.22,1797545506.72,['Golden Globe'],G,Movie,2025-02-26,2025-02-26
223d7519-f7d8-4a19-8e88-fc97320f312a,Our ten,"['Fantasy', 'Mystery']",2008-08-06,6.0,102,145016618.17,1656063854.33,"['BAFTA', ""Critics' Choice"", 'SAG']",R,Movie,2025-02-26,2025-02-26
73d432b8-324f-4adf-a10e-0fa5701866c1,Oil treatment drive,"['Comedy', 'Action']",2022-03-23,4.5,104,2067547.12,1879991706.94,"['Oscar', 'Emmy', 'BAFTA']",G,Movie,2025-02-26,2025-02-26
cc149b57-4fc8-4037-b5c7-fbce6e46ef40,Choice everyone receive,"['Action', 'Horror', 'Sci-Fi']",2020-04-26,8.7,107,132533892.41,1041363859.28,"['Golden Globe', 'Independent Spirit']",NC-17,Movie,2025-02-26,2025-02-26
b0d1f0ce-d2bd-4232-87d4-afede3b47a0a,Dog season big,"['Comedy', 'Sci-Fi']",1978-07-04,8.4,113,119067249.94,1879163510.39,['Independent Spirit'],R,Movie,2025-02-26,2025-02-26
33e7a0b3-acb0-4f9a-b815-4b739c7332be,Now old job,['Mystery'],2012-10-19,3.4,97,274073751.76,470762008.47,['BAFTA'],NC-17,Movie,2025-02-26,2025-02-26
e463c1b0-de4b-4007-aa3d-414d8023c07c,Explain receive walk,"['Drama', 'Action']",2005-02-12,5.8,113,112625417.63,1469591606.35,"['Independent Spirit', 'SAG']",G,Movie,2025-02-26,2025-02-26
01110c34-0785-46a6-a1c2-a652c05d9408,Little when fly,"['Horror', 'Animation']",2008-05-06,6.8,95,140968492.6,1903967725.19,['Emmy'],NC-17,Movie,2025-02-26,2025-02-26
69db45a9-e03c-40e3-9edc-75ff471898d7,Item nation father,"['Horror', 'Action']",1982-08-10,3.0,127,27134837.78,1476535628.75,"[""Critics' Choice"", 'Independent Spirit']",G,Movie,2025-02-26,2025-02-26
20454b66-3c26-481f-8d19-693d75dc5991,Wish stage American,['Animation'],2004-10-09,9.3,106,148495443.23,1341757409.65,['Golden Globe'],PG-13,Movie,2025-02-26,2025-02-26
2a6c226d-8013-49ed-b4e7-bcf1ee472fba,Source central bit,"['Sci-Fi', 'Thriller', 'Fantasy']",2000-07-19,1.4,108,271051077.96,369739942.64,"['SAG', 'Oscar']",R,Movie,2025-02-26,2025-02-26
83c74960-2afa-468f-9227-75d4a798f675,Myself shake,"['Thriller', 'Sci-Fi']",1983-11-19,2.4,169,241784613.12,1176353459.28,['Emmy'],PG-13,Movie,2025-02-26,2025-02-26
10aeb444-d272-4917-9b13-753ffe5d1669,Cup religious,['Thriller'],1975-08-04,3.3,85,159789816.89,880978508.71,"['BAFTA', 'SAG']",NC-17,Movie,2025-02-26,2025-02-26
a0514318-7311-46ff-bec7-5384c409008b,Debate despite,"['Animation', 'Horror']",2004-10-12,9.7,130,296484150.59,1558484363.01,"['SAG', 'BAFTA']",PG,Movie,2025-02-26,2025-02-26
d12d578e-b165-4aee-afa7-a41a1c7e6e2c,Trip positive,['Horror'],1990-06-29,8.1,173,197580793.79,253443101.73,"['Golden Globe', 'Oscar', 'Independent Spirit']",G,Movie,2025-02-26,2025-02-26
9c2262ca-9a04-4230-853f-f30cc0c5456b,System project relate,"['Animation', 'Fantasy', 'Adventure']",2015-07-02,6.8,106,14295059.67,803789142.25,"[""Critics' Choice"", 'SAG']",NC-17,Movie,2025-02-26,2025-02-26
930f1865-177e-4fee-96d3-f5f65e520176,Once strong somebody,['Adventure'],2005-10-20,3.1,180,270965982.16,389372049.08,"['Golden Globe', 'Emmy', 'BAFTA']",PG-13,Movie,2025-02-26,2025-02-26
060018e1-83db-4cfe-b0d1-029fab30364b,Health system place,"['Horror', 'Action']",1986-05-31,4.9,178,112992109.69,1705075408.16,"['SAG', 'Golden Globe', 'Emmy']",PG-13,Movie,2025-02-26,2025-02-26
b7005afe-e202-43ef-8629-cfd6d2293fbf,Condition team,"['Action', 'Adventure']",1982-11-25,6.4,151,2587679.43,1174064263.56,"[""Critics' Choice"", 'Independent Spirit', 'Golden Globe']",PG,Movie,2025-02-26,2025-02-26
b2db88a5-c5c1-470d-b2ec-2c13337678fc,Thus our,"['Horror', 'Sci-Fi', 'Action']",2002-03-11,7.3,95,18229472.28,998364557.67,"['Emmy', ""Critics' Choice""]",NC-17,Movie,2025-02-26,2025-02-26
3e194a7a-80de-46cc-bf41-25065a8b7932,Why reality whether,"['Adventure', 'Action', 'Horror']",1998-06-27,7.6,137,65282443.76,1087852591.13,"[""Critics' Choice"", 'Oscar', 'BAFTA', 'Emmy']",PG,Movie,2025-02-26,2025-02-26
73dba816-a8ce-4a00-8a0c-dbc61a0e827b,As everything easy,"['Comedy', 'Animation', 'Fantasy']",2017-10-14,1.7,120,296714020.16,749423752.84,"['Emmy', 'SAG', 'Independent Spirit']",PG-13,Movie,2025-02-26,2025-02-26
165c93be-999e-4f63-b14b-dab504af130d,Whom all director,"['Mystery', 'Adventure', 'Sci-Fi']",1985-02-09,2.9,111,129160033.6,1080831462.81,"['Emmy', 'SAG', 'Golden Globe', ""Critics' Choice""]",G,Movie,2025-02-26,2025-02-26
886a82b4-827e-427f-ae20-113de52f0ca5,Reality decide far,"['Animation', 'Thriller']",2017-09-23,6.5,97,192500866.88,174607923.09,"['BAFTA', 'Independent Spirit']",R,Movie,2025-02-26,2025-02-26
3f45b3c6-4b6a-4f35-a0e7-77ee2b40600a,Area among,"['Mystery', 'Animation', 'Fantasy']",1990-10-07,7.1,120,80179711.46,1160233723.95,"['Golden Globe', ""Critics' Choice"", 'Independent Spirit', 'BAFTA']",PG,Movie,2025-02-26,2025-02-26
0e9b41ef-9980-4e1e-9376-cd95f249f44d,Rule stuff example,['Sci-Fi'],1998-01-12,5.1,98,54961743.79,1549717274.94,"['BAFTA', ""Critics' Choice"", 'Oscar', 'Emmy']",PG-13,Movie,2025-02-26,2025-02-26
33dd4715-3959-4fa6-b8ed-0626c146d848,People owner able,"['Sci-Fi', 'Animation', 'Comedy']",2021-11-01,4.5,92,103891273.6,28256231.46,"['BAFTA', ""Critics' Choice"", 'SAG', 'Golden Globe']",PG,Movie,2025-02-26,2025-02-26
4a51d513-54ef-439e-95e9-a2310babb6a4,Single commercial,['Animation'],1997-02-28,9.3,83,200287632.58,744489927.34,['Independent Spirit'],G,Movie,2025-02-26,2025-02-26
38bcfe86-0180-4c1d-992b-01a45e07d0ab,Heavy finally relate,['Action'],2016-06-21,6.0,145,7612798.37,219117539.41,[],G,Movie,2025-02-26,2025-02-26
a026ab02-dd9b-4b60-b2da-f182e2ead29f,Town worker,"['Animation', 'Adventure']",2019-05-09,9.8,171,127336534.07,1140654608.81,['Golden Globe'],PG-13,Movie,2025-02-26,2025-02-26
3d9d2c9e-2a68-4d70-b8ad-bb85cfb179c2,Debate,"['Mystery', 'Action', 'Adventure']",2024-05-24,3.7,124,36921796.8,1239187707.6,[],R,Movie,2025-02-26,2025-02-26
c48790cb-2287-46eb-99fc-7debdfd23c28,Dog enough,"['Sci-Fi', 'Fantasy', 'Action']",2013-08-09,9.8,101,229638215.34,1330881222.9,['Emmy'],G,Movie,2025-02-26,2025-02-26
7d30d568-c485-4e56-a652-ed6ce9ea65b9,Prevent about,"['Fantasy', 'Comedy', 'Thriller']",2016-05-19,7.5,130,91091575.84,1213722532.22,"['SAG', 'Golden Globe']",G,Movie,2025-02-26,2025-02-26
fb213dfd-7ca3-4964-8a44-dfc2730a5478,Particularly goal,"['Comedy', 'Sci-Fi']",2003-04-06,7.1,169,115076796.99,1860263396.87,"['Oscar', 'BAFTA', 'SAG', 'Emmy']",R,Movie,2025-02-26,2025-02-26
7a5e3d83-a72b-4e98-b74c-14a36341e7bb,Simple those,"['Comedy', 'Thriller']",1988-08-17,5.0,113,13737432.15,1522817956.93,"['Golden Globe', 'Emmy', 'SAG', ""Critics' Choice""]",PG,Movie,2025-02-26,2025-02-26
e3166764-361a-4d2a-8402-5efc9fd4c095,Response mind degree,"['Animation', 'Adventure', 'Drama']",2011-03-23,6.1,159,175232086.72,1890861226.89,[],R,Movie,2025-02-26,2025-02-26
20378317-938a-48f3-9890-f79fedecc3ad,Entire indeed,"['Horror', 'Adventure', 'Comedy']",1999-08-03,9.3,89,76861550.81,1416273714.86,"['Independent Spirit', 'Oscar']",G,Movie,2025-02-26,2025-02-26
9cfefc7b-4b63-477b-b6cb-ee0063d5a526,Similar son class,"['Sci-Fi', 'Adventure', 'Horror']",1986-01-30,8.8,128,86020271.91,1101152927.85,"['Emmy', 'Oscar', 'BAFTA', 'SAG']",G,Movie,2025-02-26,2025-02-26
37525cac-d873-492c-b8cc-083ead26f19a,Night group this,"['Mystery', 'Horror', 'Fantasy']",1993-06-01,1.7,156,236740332.52,374811717.09,"['SAG', 'Golden Globe']",PG-13,Movie,2025-02-26,2025-02-26
d55df7a8-ac4c-4030-a36e-78b3058fae3d,Certainly character economic,['Adventure'],1979-10-13,3.7,124,150184376.73,171739301.51,"['Golden Globe', 'Oscar', 'BAFTA', 'SAG']",R,Movie,2025-02-26,2025-02-26
d39e6b6b-312d-4abc-9a8c-9e9d5f028914,Send,['Adventure'],2001-07-04,8.3,96,168915724.27,898052348.98,['Emmy'],G,Movie,2025-02-26,2025-02-26
8b9daa23-5454-4702-abb2-0245bddce286,Whole morning,['Fantasy'],2000-12-07,8.8,122,165141900.78,1930284407.86,"['Oscar', 'Golden Globe']",PG,Movie,2025-02-26,2025-02-26
2c4e2fa3-77c8-4ebb-a6ed-2ee210b115aa,Small player else,"['Action', 'Fantasy']",2012-08-11,5.5,152,3731383.18,562702915.23,[],R,Movie,2025-02-26,2025-02-26
5d476b7c-4ffd-47f4-9cf6-4bee12ff6ed0,Foreign billion science marriage,['Comedy'],1982-05-03,1.6,136,261473213.5,572256924.78,[],PG-13,Movie,2025-02-26,2025-02-26
df353537-6281-45ed-b36f-cfe0ab5388ba,Lose,"['Horror', 'Animation']",1999-04-27,7.4,170,296723207.62,1805503312.99,[],G,Movie,2025-02-26,2025-02-26
6d74ca68-e93a-4939-9040-b14ed7af1ad4,Although let,"['Animation', 'Adventure']",2008-12-26,3.0,108,188290413.3,709814165.32,"['Oscar', ""Critics' Choice"", 'BAFTA', 'SAG']",G,Movie,2025-02-26,2025-02-26
d6259b8c-a008-4bb2-b9a8-5b6180f74aa0,Lay million education,"['Action', 'Animation']",2008-03-14,8.4,166,276221465.12,354765731.08,"['Oscar', 'Emmy', 'Independent Spirit']",G,Movie,2025-02-26,2025-02-26
a489ecae-a0f7-4215-acd5-d8e26d6f81f6,Per despite perhaps,"['Sci-Fi', 'Drama', 'Thriller']",2006-12-09,6.5,154,32806067.93,1135222239.63,['BAFTA'],R,Movie,2025-02-26,2025-02-26
1288a5aa-16ac-42cb-938f-e0cc5d0ea3a4,Your imagine resource,"['Sci-Fi', 'Drama', 'Action']",2022-10-19,4.7,128,142159575.26,1657938544.79,"['Emmy', 'Independent Spirit', 'BAFTA']",G,Movie,2025-02-26,2025-02-26
edd909a1-5344-482e-8c39-138854223f40,Run south,['Sci-Fi'],2018-03-23,9.1,111,186142653.35,1113844082.23,"['Golden Globe', 'Oscar']",PG-13,Movie,2025-02-26,2025-02-26
3ffb1f06-0ed1-4a82-9a7e-f874f7055be9,Control several let use,"['Drama', 'Mystery']",1984-06-24,9.5,175,257835502.75,789080022.04,"[""Critics' Choice"", 'BAFTA']",R,Movie,2025-02-26,2025-02-26
c02aa459-735c-4c2e-901e-97c023d1136b,Production pressure,['Fantasy'],1998-03-28,1.6,157,82890770.32,1343311177.36,"['SAG', 'Emmy']",R,Movie,2025-02-26,2025-02-26
206c9876-f9b9-44db-8455-57b8939dbbbc,Nature green on,"['Action', 'Comedy', 'Thriller']",2023-07-09,1.2,153,267748786.52,240461298.22,"['Oscar', 'Emmy', 'Golden Globe']",R,Movie,2025-02-26,2025-02-26
5d53a10f-ac1d-44cd-93e7-90d55201f755,Much free lot,"['Action', 'Horror', 'Adventure']",2023-09-10,1.6,156,177312131.21,90436990.72,[],R,Movie,2025-02-26,2025-02-26
8efc5f8f-205b-4cf0-a7c1-b343e5988b76,My letter source,"['Fantasy', 'Mystery', 'Animation']",1981-11-14,8.8,96,161161630.46,83133684.94,"['Oscar', 'Golden Globe', 'SAG']",R,Movie,2025-02-26,2025-02-26
31f6f76e-3ea1-4b27-9b67-3a809c075c77,Car,['Drama'],2006-07-06,1.0,147,206952378.95,1380258711.28,"['SAG', 'Independent Spirit', 'Golden Globe']",PG-13,Movie,2025-02-26,2025-02-26
a8815d05-bc75-4bb9-a082-0118b027b176,Conference involve evening,"['Action', 'Adventure']",2019-01-05,5.6,172,35948090.65,1362828979.9,"[""Critics' Choice""]",NC-17,Movie,2025-02-26,2025-02-26
ee8ea9e9-505f-4690-b02f-99662f93ad1b,Girl upon,['Action'],2003-05-22,8.3,180,240171206.79,1859025173.76,"['SAG', 'BAFTA', 'Oscar']",PG-13,Movie,2025-02-26,2025-02-26
2b196f2b-5172-4d91-9655-b34072f44915,Might law,"['Adventure', 'Comedy']",1976-11-25,9.1,121,51491753.64,1458523522.49,"['Independent Spirit', 'Emmy']",R,Movie,2025-02-26,2025-02-26
2b644974-e728-4b32-a568-abb644b02c67,Whatever enjoy sell,"['Action', 'Fantasy']",1995-01-20,2.3,100,153891955.84,661849127.58,"['Golden Globe', 'Independent Spirit', 'BAFTA', 'SAG']",PG-13,Movie,2025-02-26,2025-02-26
77ad61be-19de-4f63-ab2c-74bd6c786dd8,Worry everyone,"['Horror', 'Fantasy']",1977-06-19,7.4,178,51919384.6,1137281461.33,"['BAFTA', 'Emmy', ""Critics' Choice"", 'Oscar']",PG,Movie,2025-02-26,2025-02-26
cd88ce65-6ba9-4cae-aa99-17a52ef062c3,Apply wonder,"['Thriller', 'Comedy', 'Action']",2020-07-30,9.4,162,174041834.9,1497034931.94,"['Golden Globe', 'SAG', 'Emmy']",PG,Movie,2025-02-26,2025-02-26
9726c514-3630-43e1-ae88-dc4699a76ccf,Beautiful country anyone become,['Comedy'],1985-09-01,3.6,160,110561963.36,1746817477.59,[],R,Movie,2025-02-26,2025-02-26
830fa52e-59c8-48b5-a101-aaae6643e114,Republican attorney,"['Fantasy', 'Comedy', 'Mystery']",2020-11-25,5.6,151,161376712.51,1802854743.9,"['Golden Globe', 'BAFTA', ""Critics' Choice""]",R,Movie,2025-02-26,2025-02-26
b4c4c5ad-7119-4a61-8331-6da6d2acfdc0,Article another,['Adventure'],2009-10-27,6.4,105,242634478.31,1096424156.8,"[""Critics' Choice"", 'BAFTA']",PG-13,Movie,2025-02-26,2025-02-26
ce04fb0c-f10a-4b1b-84e2-e158070faad5,Hair push,"['Adventure', 'Fantasy', 'Horror']",2002-01-20,4.7,90,216154125.37,1031984343.42,"[""Critics' Choice"", 'BAFTA', 'Emmy', 'Oscar']",PG-13,Movie,2025-02-26,2025-02-26
4516e607-c60c-42a1-95c7-1a1488963565,Hand building,['Action'],1976-02-12,5.5,170,4380909.79,1571932215.71,"['Golden Globe', ""Critics' Choice"", 'Emmy', 'BAFTA']",G,Movie,2025-02-26,2025-02-26
f0a815d4-658f-43b6-b1d8-33d2a5df9b3f,Star type,"['Animation', 'Adventure', 'Comedy']",1992-12-01,4.3,123,118823445.78,460046999.53,"['SAG', ""Critics' Choice"", 'BAFTA', 'Golden Globe']",G,Movie,2025-02-26,2025-02-26
9b30d22b-78c8-4ff5-8cee-645f5eac0a04,Hundred north,"['Adventure', 'Sci-Fi']",2021-04-01,5.3,101,116142893.39,944859534.09,"['BAFTA', 'Independent Spirit', ""Critics' Choice"", 'Oscar']",NC-17,Movie,2025-02-26,2025-02-26
7173fbe8-8899-4a55-910d-031b8487c99a,Different write American,['Comedy'],1989-12-15,3.6,126,12325471.37,1297631068.58,[],R,Movie,2025-02-26,2025-02-26
5d081d27-112e-412d-8cce-e4d77efdcd8b,Arm not mission,"['Comedy', 'Horror']",2001-03-24,9.1,131,125953940.83,163334766.83,"['Oscar', ""Critics' Choice"", 'Independent Spirit']",R,Movie,2025-02-26,2025-02-26
1e641c77-c6bb-4262-8dce-4fbdf6a737dd,Coach responsibility deep,"['Animation', 'Sci-Fi']",2011-05-18,7.7,118,226172380.44,206525165.44,"['Oscar', 'Independent Spirit', 'Emmy', ""Critics' Choice""]",PG,Movie,2025-02-26,2025-02-26
30604a0c-edb3-4b4a-a456-def26b946d59,College within,['Comedy'],1976-01-08,4.0,178,174466861.7,891987591.49,"['Oscar', 'Golden Globe', 'Independent Spirit', 'Emmy']",NC-17,Movie,2025-02-26,2025-02-26
c94d4625-d6fc-4a05-aae6-c348a2b87147,Worry,"['Horror', 'Thriller']",1999-05-24,2.9,168,5469697.2,1257223974.05,['Emmy'],PG,Movie,2025-02-26,2025-02-26
8952b361-c054-4b23-916b-e6fc56589aa3,Factor effect building,['Action'],1986-01-03,6.6,141,293438542.95,190359189.65,['Golden Globe'],PG,Movie,2025-02-26,2025-02-26
4adf49d8-fc7b-408d-bb69-10cb88b54bdf,Consumer prove,['Horror'],2001-09-29,3.0,177,220729943.02,1421446737.09,"['Oscar', 'SAG']",NC-17,Movie,2025-02-26,2025-02-26
02dd57e5-c3d3-411a-835b-47a04a5e785d,Deep parent,['Animation'],2023-08-21,2.0,146,66155313.81,1421813516.15,"['Oscar', 'BAFTA', 'Golden Globe']",NC-17,Movie,2025-02-26,2025-02-26
7e5f22b3-e39c-44ec-96c6-2d786ae59601,Night pull,"['Comedy', 'Sci-Fi']",2000-03-03,3.3,143,61060372.51,1228823222.88,"['Golden Globe', 'Emmy', 'Oscar']",NC-17,Movie,2025-02-26,2025-02-26
71dfbe40-2e05-434b-8cc2-e318adff1692,Ago six,"['Horror', 'Sci-Fi', 'Fantasy']",1975-06-07,5.0,153,177988154.68,769697027.97,"['Emmy', ""Critics' Choice""]",PG,Movie,2025-02-26,2025-02-26
27237e43-5f1f-42ab-91c7-a77ab8ce6c9e,Stay until rise,"['Animation', 'Mystery', 'Drama']",2009-12-16,6.8,144,73755355.53,1866856574.73,['Emmy'],PG-13,Movie,2025-02-26,2025-02-26
c5be7ab1-d0f5-4490-b0db-dd3591fa4ecc,Buy manager,['Thriller'],1993-09-12,5.6,127,177993293.92,1306931863.34,[],PG,Movie,2025-02-26,2025-02-26
fbaac351-74db-46d7-9525-be8c6a113d5d,Nothing,['Sci-Fi'],1995-11-28,8.6,133,179398869.55,807230929.46,"[""Critics' Choice"", 'BAFTA', 'SAG']",R,Movie,2025-02-26,2025-02-26
17136998-99bd-485a-90aa-5c3f4c8e00bb,Forward on,"['Sci-Fi', 'Mystery', 'Drama']",2024-10-24,8.8,98,155384377.29,1627031635.24,"['Emmy', 'Golden Globe']",NC-17,Movie,2025-02-26,2025-02-26
fcb1436a-f37f-43c2-a829-02a2e5a2a6d6,Remain help imagine certainly,['Animation'],2006-01-20,7.8,120,288344294.16,1766954871.07,"['Emmy', 'Golden Globe']",PG,Movie,2025-02-26,2025-02-26
61157a00-e828-4265-be6f-52ad876550ca,Become cell behind,"['Drama', 'Thriller']",1988-01-09,2.2,148,87963234.96,687438264.09,['Golden Globe'],PG,Movie,2025-02-26,2025-02-26
4fc1e657-464e-4863-b3db-a7aac3db24ef,Accept,['Comedy'],2022-12-04,4.1,148,2471154.66,1153818642.22,"['Emmy', 'SAG', ""Critics' Choice"", 'Golden Globe']",R,Movie,2025-02-26,2025-02-26
7fd84b69-1aaf-4c65-99c1-90b65e4916ec,Push detail,"['Action', 'Horror', 'Animation']",2008-02-22,1.0,99,16512301.71,199659824.73,['BAFTA'],NC-17,Movie,2025-02-26,2025-02-26
b9b50e2b-8953-40a2-9a30-226dea9ab0a3,Finish democratic,"['Adventure', 'Thriller', 'Fantasy']",1975-03-16,2.3,91,27445837.82,278104398.59,[],NC-17,Movie,2025-02-26,2025-02-26
b8ca0f6a-08cb-4cd2-9be2-49f3f6855d45,Note or film,"['Sci-Fi', 'Thriller']",2014-07-24,9.0,180,287435509.62,1457987094.25,"[""Critics' Choice"", 'BAFTA']",R,Movie,2025-02-26,2025-02-26
3799757b-51e6-4670-b3dc-242abb4ef374,Word opportunity,['Sci-Fi'],2008-01-19,4.6,160,209561283.3,1615887807.53,"['Independent Spirit', 'BAFTA']",G,Movie,2025-02-26,2025-02-26
3f57c665-83d7-4cba-9058-8195e5feebbd,Whether second and,['Sci-Fi'],1980-04-16,8.7,121,62641590.61,1560849508.47,"['SAG', ""Critics' Choice"", 'Golden Globe']",PG-13,Movie,2025-02-26,2025-02-26
4ce2bbd3-0df0-4e6e-8437-01b631ebb5dd,Admit,['Mystery'],1996-08-14,4.0,167,276130671.81,654601867.74,"[""Critics' Choice""]",PG,Movie,2025-02-26,2025-02-26
3aec49a4-c78d-4955-9040-44e57e182e81,Sing strategy,"['Thriller', 'Animation']",1991-01-16,6.8,175,236951893.5,610123118.1,"[""Critics' Choice"", 'BAFTA']",R,Movie,2025-02-26,2025-02-26
20d1e517-8d06-4b3b-913e-8d2d52cbd442,Eye involve,"['Fantasy', 'Animation']",1979-12-06,3.7,137,262571879.83,1581135676.3,"['Independent Spirit', 'Emmy', 'Golden Globe']",PG,Movie,2025-02-26,2025-02-26
ec9bd0e8-fa07-489a-85e5-07f5f8daedca,Point organization,"['Drama', 'Adventure']",1986-01-21,9.3,85,255434314.01,940179823.87,"['Golden Globe', ""Critics' Choice"", 'SAG']",R,Movie,2025-02-26,2025-02-26
d68ff33d-07eb-4d12-a800-debb4efc6326,Them personal,"['Comedy', 'Horror', 'Drama']",1994-07-25,7.1,106,40149361.15,1953246510.89,"[""Critics' Choice""]",R,Movie,2025-02-26,2025-02-26
b2bb59e0-8d17-48f0-9bdf-ca1e3b61590a,Keep hold,"['Adventure', 'Sci-Fi', 'Animation']",1992-01-05,9.1,100,149773602.48,1741564680.56,"['BAFTA', 'SAG']",R,Movie,2025-02-26,2025-02-26
e983012d-9575-42f1-87c0-645dd252a439,Possible this dream,['Thriller'],1977-09-04,6.5,110,261320610.5,1955316113.89,[],PG-13,Movie,2025-02-26,2025-02-26
